muni_id,muni_name_first,precip_mean_mean,precip_mean_std,precip_min_mean,precip_max_mean,precip_std_mean,precip_anomaly_mean_mean,precip_anomaly_mean_std,precip_anomaly_min_mean,precip_anomaly_max_mean,precip_anomaly_std_mean,soil_mean_mean,soil_mean_std,soil_min_mean,soil_max_mean,soil_std_mean,soil_anomaly_mean_mean,soil_anomaly_mean_std,soil_anomaly_min_mean,soil_anomaly_max_mean,soil_anomaly_std_mean,mean_distance_to_others_first,min_distance_to_others_first,max_distance_to_others_first,centroid_lon,centroid_lat,cluster,cluster_pca,cluster_spatial,cluster_hierarchical,cluster_gmm,cluster_dbscan,cluster_agglom_spatial,muni_norm,cluster_aligned
430,Sertão,5.2039514,11.469527,3.5419931,7.3273745,1.2132274,2.3033158e-08,11.269931,-2.1999834,2.5713239,1.471213,0.4358743,0.04528287,0.42686868,0.4438082,0.006340885,-0.0006769415,0.04368837,-0.009429473,0.0072868657,0.0062536723,1.7594194055225465,0.0847330526836148,5.7486415854869515,-52.31407127682583,-28.00985851064887,0,0,4,3,3,0,2,sertão,7
431,Sertão Santana,4.2869644,9.775621,3.2372293,5.529889,0.777653,-1.877795e-08,9.605982,-1.41347,1.5723373,0.9832335,0.42425033,0.05242489,0.42058572,0.42791495,0.003664624,0.0015783106,0.047704738,-0.0012588942,0.004415516,0.002837205,2.2593328609290264,0.1595532002011294,5.714016757641775,-51.629998325668616,-30.46684439209417,3,5,0,9,0,-1,9,sertão santana,6
432,Sete de Setembro,5.337514,12.453756,4.405703,6.349086,0.70448446,8.806795e-09,12.239205,-1.2221867,1.294017,0.8939088,0.41615844,0.06207675,0.41615844,0.41615844,0.0,-0.0017829696,0.057696994,-0.0017829696,-0.0017829696,0.0,2.393471088193286,0.1283902591316914,5.606093927414451,-54.46010362358789,-28.1451500701692,6,7,1,0,1,0,3,sete de setembro,8
433,Severiano de Almeida,5.2876763,11.7252445,4.145315,6.602162,0.88081133,-1.7655932e-08,11.523534,-1.5117205,1.6443063,1.1005368,0.42077848,0.0591675,0.416042,0.42520526,0.003934045,-0.0011637673,0.05674156,-0.005733989,0.0031827348,0.003825055,2.133751756978553,0.0925774246131944,6.371397238017282,-52.11139193734494,-27.415453412862025,6,7,4,0,3,-1,7,severiano de almeida,7
434,Silveira Martins,5.058359,11.553882,4.2337255,5.9450574,0.65528774,-4.7421205e-09,11.35255,-1.0741639,1.1382872,0.83260727,0.41343158,0.06756978,0.41343158,0.41343158,0.0,-0.0014263667,0.061929706,-0.0014263667,-0.0014263667,0.0,1.979657224590005,0.1001035454110096,4.02222706370993,-53.57020249909685,-29.63339325806791,6,7,3,0,1,-1,2,silveira martins,0
435,Sinimbu,5.081298,11.110348,3.3084726,7.4008517,1.2166961,5.2502047e-09,10.925821,-2.386483,2.800199,1.4917246,0.44485328,0.03753611,0.43576607,0.45264813,0.0065709646,9.6104595e-05,0.036209736,-0.0075652255,0.0072996295,0.005744852,1.648881188161086,0.1004203967209119,4.81838546616816,-52.568985052656394,-29.444911101531723,0,0,3,3,3,-1,2,sinimbu,0
436,Sobradinho,5.1061754,11.351575,4.2300444,6.087419,0.6987474,1.07544516e-08,11.159346,-1.1838793,1.2591144,0.895248,0.42723548,0.055459354,0.42723548,0.42723548,0.0,-2.255379e-05,0.051571097,-2.255379e-05,-2.255379e-05,0.0,1.7164450959992663,0.0983631606422056,4.373100414261803,-53.02626957661182,-29.405536504839112,1,3,3,0,5,1,2,sobradinho,0
437,Soledade,5.2041564,11.389067,2.9166045,8.569915,1.493475,2.0069331e-08,11.198941,-3.1219237,3.9290736,1.7813468,0.4307303,0.051389366,0.4155076,0.44383603,0.008891368,-0.00018173702,0.04826,-0.013432654,0.011848435,0.007843873,1.563084734577619,0.1915854983650072,4.974374182118861,-52.53712252929355,-28.839159738369588,0,0,9,3,3,-1,2,soledade,7
438,Tabaí,4.4842706,9.923576,3.774348,5.245629,0.60129905,-2.4134006e-09,9.7444515,-0.9323868,0.97944665,0.7688125,0.42353755,0.057415664,0.42353755,0.42353755,0.0,0.0005889269,0.052933138,0.0005889269,0.0005889269,0.0,1.8007142693654516,0.0978415427858532,5.62522974385808,-51.73095611811361,-29.667072977226052,9,1,8,1,7,4,4,tabaí,5
439,Tapejara,5.172578,11.438532,3.9561663,6.601585,0.9053874,1.634338e-08,11.240395,-1.6105883,1.766634,1.1206081,0.4326033,0.04851588,0.42895147,0.43625516,0.0036518318,-0.0007779907,0.046569943,-0.0039263777,0.0023703964,0.003148387,1.7983154657948406,0.1139825666795107,5.767006602218364,-52.010783316629656,-28.058531369858844,1,3,4,5,1,0,7,tapejara,7
440,Tapera,5.1950235,11.625835,4.174469,6.3537235,0.7733117,-8.21403e-09,11.437699,-1.3435006,1.4590331,0.9722114,0.42789757,0.05377321,0.42789757,0.42789757,0.0,-0.0007420633,0.050055496,-0.0007420633,-0.0007420633,0.0,1.6065868552848783,0.0945019552091528,5.021500223901508,-52.86156834506032,-28.661376610424817,1,3,4,0,1,0,7,tapera,7
441,Tapes,3.9915292,9.118605,2.3488064,6.3033605,1.1071723,1.1855302e-08,8.9629755,-2.2676156,2.7864847,1.354911,0.41878393,0.055593852,0.4111252,0.4271153,0.006284817,0.0011034849,0.049200643,-0.00659951,0.008656721,0.0059895846,2.456401251253748,0.170777820352948,5.916223984841841,-51.441311056213344,-30.663819355137807,3,5,0,2,0,-1,9,tapes,6
442,Taquara,4.5103006,9.846378,2.8672705,6.840198,1.2162555,-2.0662096e-08,9.676637,-2.3194118,2.7502213,1.4949224,0.44357088,0.040588636,0.43474174,0.45555037,0.008165503,0.0006607339,0.03852502,-0.0078205215,0.009091783,0.0066267266,2.303811742824726,0.0947731974387025,6.590898412721775,-50.76199322004092,-29.67013739192304,8,8,6,5,0,-1,5,taquara,1
443,Taquari,4.384091,9.765003,3.2316887,5.7632565,0.82509387,9.103178e-09,9.58844,-1.5641881,1.724946,1.0384657,0.41930282,0.06075498,0.4117031,0.42874402,0.0065372842,0.0006266363,0.05475462,-0.00677833,0.008324629,0.005803147,1.806321981869184,0.1270970637008501,5.518765634910265,-51.831532052136296,-29.74477847958491,3,5,0,9,0,-1,9,taquari,5
444,Taquaruçu do Sul,5.188854,11.573518,4.849101,5.528607,0.33975288,3.0061658e-09,11.351458,-0.44711414,0.44711414,0.44711414,,,,,,,,,,,2.201721647450572,0.0870763518293755,6.244555843137649,-53.48582889734215,-27.40840872989995,6,7,1,0,1,0,3,taquaruçu do sul,3
445,Tavares,3.7916057,8.935408,2.4777353,5.5321403,0.917593,2.917251e-08,8.779624,-1.8161844,2.1481805,1.1443052,0.19866697,0.07179283,0.19125612,0.20312738,0.0047983667,0.0008347367,0.05866357,-0.004249341,0.0059436294,0.004047521,3.0649823579399884,0.5550937898863705,6.362986586715672,-51.07475994556466,-31.288577154597817,5,4,7,4,4,-1,1,tavares,6
446,Tenente Portela,5.312813,11.709932,3.817249,7.16772,1.0256938,-2.3456561e-08,11.490946,-1.9841589,2.252589,1.2552543,0.42348513,0.054573067,0.41966277,0.4273075,0.003822363,-0.0014975453,0.051934507,-0.0049223066,0.0019272161,0.0034247611,2.329678554798419,0.1192796659211338,6.289768207534169,-53.764095570439714,-27.37259012066107,6,7,1,0,1,0,3,tenente portela,3
447,Terra de Areia,4.5345016,10.039763,3.6228397,5.6287184,0.7779459,4.932652e-09,9.878796,-1.2831912,1.3666539,1.0037493,0.31441423,0.04154792,0.28090543,0.34792307,0.033508822,0.0012639655,0.040705882,-0.0061620213,0.008689952,0.0074259867,2.8402872125116274,0.1024333156224546,7.289602446727274,-50.06643133091679,-29.601954310538897,5,5,7,2,0,-1,1,terra de areia,1
448,Teutônia,4.5835385,10.117359,3.5470796,5.795726,0.80527854,1.862976e-09,9.942018,-1.4017817,1.5131131,1.0149182,,,,,,,,,,,1.7221051264880889,0.0742390025869854,5.598744521501676,-51.77794435512538,-29.47185337656112,3,5,8,9,7,-1,9,teutônia,5
449,Tio Hugo,5.151459,11.562508,4.128668,6.3044467,0.8061733,7.282542e-09,11.36493,-1.3413377,1.446146,1.0094547,0.43000373,0.051309373,0.43000373,0.43000373,0.0,-0.00014350849,0.04814385,-0.00014350849,-0.00014350849,0.0,1.585455796760478,0.0926380911669536,5.1355278854814275,-52.598277885604226,-28.582003646972204,1,3,4,1,1,0,7,tio hugo,7
450,Tiradentes do Sul,5.2414036,11.716046,4.1085443,6.5753655,0.85401666,5.165524e-09,11.498709,-1.4981669,1.6446061,1.0587593,0.41630667,0.061523654,0.41630667,0.41630667,0.0,-0.0020008052,0.0585916,-0.0020008052,-0.0020008052,0.0,2.5073206767249943,0.1187635884172521,6.32406000388588,-54.12095025248988,-27.36825747884864,6,7,1,0,1,0,3,tiradentes do sul,3
451,Toropi,5.1396546,11.9758,4.123513,6.2995214,0.75675887,-7.578925e-09,11.766689,-1.369477,1.4663363,0.9616282,0.42325908,0.057450153,0.4204293,0.4260888,0.0028297575,-0.0016286811,0.05216225,-0.004196968,0.00093960564,0.0025682868,2.3231050655536003,0.1534987570388704,4.49132070136624,-54.298773968311046,-29.47042557858486,6,7,3,0,3,-1,2,toropi,0
452,Torres,4.378569,9.76067,3.170491,5.812318,0.9855617,1.6724443e-09,9.596276,-1.6263449,1.779494,1.2354987,,,,,,,,,,,3.0302327787056447,0.0602216396719225,7.570468781331829,-49.80970102377366,-29.32834904588717,3,5,0,5,0,-1,5,torres,1
453,Tramandaí,4.009815,9.162515,3.238664,4.8982635,0.6445248,2.3922304e-09,9.012171,-1.0389245,1.1334184,0.8258289,,,,,,,,,,,2.836201466676339,0.1055222542726802,7.114379839136436,-50.221985993432696,-30.028205791048833,3,5,0,9,0,-1,5,tramandaí,9
454,Travesseiro,4.8223925,10.618092,4.0014772,5.6988125,0.6853893,-1.07544516e-08,10.445998,-1.063058,1.1190999,0.86881745,0.4410111,0.042814955,0.43668833,0.44533387,0.004322781,0.00017569015,0.041311283,-0.0037175,0.0040688803,0.0038931903,1.614491836040694,0.0615820756292329,5.319149680412246,-52.0875643327249,-29.28267673135279,9,1,8,1,5,-1,4,travesseiro,5
455,Três Arroios,5.2480397,11.627854,4.2703786,6.3462486,0.78046435,-3.852973e-09,11.421738,-1.3028774,1.3932832,0.9844284,,,,,,,,,,,2.066105714732084,0.1033285040541836,6.282069148761932,-52.180162581617424,-27.492572659723123,1,3,4,5,1,0,7,três arroios,7
456,Três Cachoeiras,4.588427,10.17692,3.1795793,6.264977,1.0547043,-1.1516579e-08,10.015048,-1.9168423,2.0938632,1.3317574,0.36901364,0.03227274,0.3333506,0.40467665,0.035663027,0.000775539,0.031816084,-0.0027750009,0.0043260786,0.0035505397,2.908453219601359,0.0838189257306604,7.4031250630938175,-49.963188694209585,-29.47443480709915,8,5,6,2,0,-1,1,três cachoeiras,1
457,Três Coroas,4.856613,10.628092,3.885331,5.9666405,0.79403937,-1.058509e-08,10.442736,-1.2986714,1.38033,1.0035386,0.45531943,0.029790774,0.45531943,0.45531943,0.0,0.00035498306,0.029319642,0.00035498306,0.00035498306,0.0,2.2475501021509863,0.0799228774989285,6.590433909731835,-50.778904704201565,-29.482411910254672,8,8,8,5,7,-1,5,três coroas,1
458,Três de Maio,5.2491803,12.078669,3.8638914,6.923324,0.95625734,8.21403e-09,11.864829,-1.837623,2.0586002,1.1791142,0.4201725,0.05840838,0.41525215,0.42467496,0.0040469347,-0.0019383023,0.05436306,-0.006481449,0.0025445065,0.0038713072,2.4040411338953582,0.1413947424294624,5.982025953680915,-54.2653585522107,-27.731585180005325,6,7,1,0,3,0,3,três de maio,8
459,Três Forquilhas,4.8656726,10.701563,3.4582012,6.572294,1.1044,-2.7203683e-08,10.521009,-1.935739,2.1288085,1.398732,,,,,,,,,,,2.795352145353951,0.0857830987320265,7.285868345544723,-50.08538177803255,-29.42848070626774,8,8,6,5,0,-1,5,três forquilhas,1
460,Três Palmeiras,5.3077435,11.713768,4.283508,6.4635134,0.8137414,1.2956151e-08,11.513727,-1.3270559,1.4429336,1.0103015,0.43050537,0.049777817,0.42082644,0.4425243,0.009220925,-0.0008295917,0.047615755,-0.008386323,0.0068914276,0.0064790053,1.9431737648222505,0.0983289586478064,6.062762145186316,-52.83735378212024,-27.617139417511737,1,3,4,0,3,0,2,três palmeiras,3
461,Três Passos,5.306921,11.871588,4.220193,6.563227,0.7984926,4.4033976e-09,11.656358,-1.4267012,1.5517011,0.9894425,0.41910526,0.059465203,0.41530293,0.4229076,0.003802317,-0.0015832011,0.05610894,-0.00461361,0.0014472076,0.0030304089,2.364455196685073,0.1316197893202926,6.232961328018917,-53.92927733037609,-27.441015939500428,6,7,1,0,1,0,3,três passos,3
462,Trindade do Sul,5.3216186,11.685756,3.9110286,7.0424666,1.02703,2.4134007e-08,11.481696,-1.8672545,2.1053298,1.2614034,0.42841786,0.05139057,0.4190602,0.4377755,0.009357638,-0.00092950533,0.049193066,-0.007406174,0.005547163,0.006476669,2.001733570806175,0.0835774877858356,6.146302223872544,-52.899024749617105,-27.52774022359793,1,3,4,0,3,-1,2,trindade do sul,3
463,Triunfo,4.180575,9.24519,2.555978,6.437651,1.0813462,1.0331048e-08,9.080514,-2.2441578,2.7145789,1.3209289,0.42412814,0.0545485,0.4114252,0.43722638,0.008544255,0.0009824195,0.04914262,-0.010375625,0.011912078,0.0074530416,1.9269993419421187,0.1462363170211122,5.772339055528462,-51.57111121216938,-29.84472679207546,3,5,0,2,0,-1,9,triunfo,6
464,Tucunduva,5.151661,11.905197,4.152119,6.283109,0.7592348,-2.3541242e-08,11.686658,-1.3166451,1.4164176,0.94945025,0.4170654,0.060421105,0.4170654,0.4170654,0.0,-0.002226426,0.055977374,-0.002226426,-0.002226426,0.0,2.550235430321609,0.1406780289372017,6.098783701185402,-54.43099261113843,-27.639358389178675,6,7,1,0,1,-1,3,tucunduva,8
465,Tunas,5.0557747,11.291264,3.9566715,6.3399897,0.82187384,1.4226361e-08,11.104375,-1.4765126,1.612029,1.0330385,0.42367467,0.057896238,0.4110923,0.43378034,0.009726317,-0.00050593534,0.053349607,-0.009155243,0.0078303795,0.0073321774,1.6258396293533626,0.1449504938166868,4.568135704621792,-52.89279070080303,-29.11408751202963,0,0,3,3,3,-1,2,tunas,0
466,Tupanci do Sul,5.109404,11.305485,4.1139417,6.2322807,0.7903867,6.5204158e-09,11.094975,-1.3441868,1.4311153,1.0081749,0.4312229,0.049457885,0.4312229,0.4312229,0.0,-0.00039828176,0.04719273,-0.00039828176,-0.00039828176,0.0,2.0378558278845156,0.1238285636634581,6.208629312089653,-51.537599543625234,-27.93016469381012,1,3,4,0,5,0,7,tupanci do sul,7
467,Tupanciretã,5.2431164,11.732348,2.8122327,8.9960575,1.5229214,-3.3025482e-09,11.523305,-3.3384724,4.3721724,1.8172656,0.42550993,0.05368616,0.4092749,0.43984076,0.008454109,-0.001452156,0.04891335,-0.016840452,0.012485151,0.008077182,2.059854419335226,0.2956230271169186,4.669542075569895,-54.003496656139326,-29.020515185359287,0,9,9,3,2,-1,2,tupanciretã,0
468,Tupandi,4.707659,10.599791,4.707659,4.707659,0.0,-1.6089338e-09,10.414823,-1.6089338e-09,-1.6089338e-09,0.0,0.44505966,0.03831166,0.44505966,0.44505966,0.0,0.00058123417,0.037197888,0.00058123417,0.00058123417,0.0,1.851617123657146,0.0635334133290614,5.947097902591918,-51.42690147133903,-29.474018597416684,9,1,8,1,7,-1,4,tupandi,5
469,Tuparendi,5.164891,11.9789095,4.0132256,6.539657,0.8437695,-3.9037815e-08,11.7635765,-1.5350488,1.7075505,1.0486944,0.4164834,0.060065765,0.4113081,0.42173257,0.00444144,-0.0021294928,0.055575382,-0.0070128827,0.0027544533,0.0041705794,2.603340631865685,0.1406780289372017,6.054675324805811,-54.55460813640012,-27.70651127251165,6,7,1,0,3,-1,3,tuparendi,8
470,Turuçu,4.0311275,9.59103,2.9672887,5.2869177,0.7834611,1.3125512e-08,9.421864,-1.4479342,1.5752349,0.9943095,0.4148674,0.058758885,0.411023,0.41871178,0.003844391,0.00035102598,0.05169997,-0.002571317,0.0032733686,0.0029223426,2.9166462716245034,0.2133597884585908,5.3457095973854285,-52.15607687996329,-31.475100207689746,3,5,0,9,0,-1,9,turuçu,2
471,Ubiretama,5.231065,12.375402,4.5059667,6.009318,0.58463466,-2.5404218e-10,12.156762,-0.96372986,1.0052917,0.7504871,0.41485223,0.06356533,0.41485223,0.41485223,0.0,-0.0015522415,0.058889914,-0.0015522415,-0.0015522415,0.0,2.551052626150497,0.1101447331057206,5.748355982400401,-54.64654905967094,-28.0381534941601,6,7,1,0,1,0,3,ubiretama,8
472,União da Serra,5.177869,11.536329,4.240299,6.219869,0.7659268,-9.801794e-09,11.343776,-1.2431087,1.3208331,0.9703252,0.44096166,0.042097297,0.44096166,0.44096166,0.0,0.00027806553,0.040436946,0.00027806553,0.00027806553,0.0,1.6041344456787912,0.1065970049966808,5.48975775807443,-52.02152921744977,-28.77249907422533,1,3,8,1,7,0,4,união da serra,5
473,Unistalda,5.116283,12.130043,3.4693868,7.2699494,1.0971386,2.1932308e-08,11.911243,-2.2515807,2.6598153,1.3678433,0.41155988,0.06276875,0.39700118,0.42211545,0.008808936,-0.0017456596,0.056252953,-0.010994373,0.0068186666,0.0061444435,2.8799705641455637,0.2803685959019447,5.355389612672191,-55.15878301775634,-29.068503466422197,0,0,9,3,3,-1,2,unistalda,4
474,Uruguaiana,4.006798,10.047501,1.8083856,8.007638,1.3914154,-2.4134007e-08,9.845593,-3.3031163,4.6545916,1.70887,0.3997708,0.06778768,0.30146593,0.42774248,0.018917134,-0.0013167796,0.059714615,-0.025552228,0.020670578,0.01111986,4.397493516681252,0.6809521044610347,6.938634969083563,-56.7294022148598,-29.84058986842117,2,2,2,6,6,-1,0,uruguaiana,4
475,Vacaria,5.019685,10.522034,2.2458968,9.756465,1.8639504,-4.8670245e-08,10.334797,-3.865421,5.413724,2.1899035,0.44103342,0.039857954,0.42361757,0.4581176,0.00919068,0.00014990442,0.03852636,-0.016801242,0.015282717,0.008620958,2.2275186346323217,0.306284800589762,6.654318652248115,-50.92375177990396,-28.370355704016752,7,6,6,7,9,-1,6,vacaria,1
476,Vale Verde,4.369821,9.757028,3.053988,6.0187774,0.9297943,-2.6251024e-09,9.583903,-1.7783959,2.0475981,1.1576504,0.42571718,0.05457735,0.42037976,0.43077177,0.004464324,-0.00015627708,0.0492129,-0.0050210287,0.00451896,0.00409848,1.798672786981791,0.150729122069528,5.232684390217778,-52.112444810958635,-29.830786939740513,3,5,0,9,0,-1,9,vale verde,5
477,Vale do Sol,4.928604,11.002005,3.5605772,6.6458507,1.0026865,3.150123e-08,10.80799,-1.8502419,2.1172895,1.248895,0.43708426,0.04474572,0.42581397,0.4469385,0.008887601,-0.00031330675,0.042378437,-0.008850985,0.007919807,0.007070696,1.707603130395274,0.1435833610685726,4.680317577837386,-52.68953968721068,-29.58366636817982,0,0,3,3,3,-1,2,vale do sol,0
478,Vale Real,4.972898,11.050114,4.604662,5.3411336,0.36823586,-1.4226361e-08,10.85878,-0.48539138,0.48539138,0.48539138,,,,,,,,,,,1.921521309842512,0.0565279657055982,6.137776460803277,-51.248395891589944,-29.362761671516747,9,1,8,1,7,-1,4,vale real,5
479,Vanini,5.152785,11.423288,4.849796,5.4557734,0.30298883,4.0223345e-09,11.226868,-0.40622643,0.40622637,0.40622643,,,,,,,,,,,1.7035468907955411,0.0580969839303971,5.745513869174052,-51.83513878407685,-28.49029767482314,9,1,8,0,7,0,7,vanini,7
480,Venâncio Aires,4.6924872,10.169527,2.793776,7.561429,1.2976446,-8.087009e-09,9.996139,-2.7240527,3.3260398,1.5835294,0.43176362,0.05000513,0.41417012,0.45021886,0.012176304,-4.239276e-05,0.04654266,-0.0148466835,0.014257906,0.009882412,1.6868734145533408,0.0796586509324339,5.172164887409292,-52.19494881159402,-29.57858443682277,0,0,3,2,3,-1,0,venâncio aires,5
481,Vera Cruz,4.6240206,10.357637,3.4097528,6.07095,0.8620061,-3.5565904e-09,10.170363,-1.6258999,1.8034531,1.0775825,0.42810038,0.054187212,0.4238959,0.4323049,0.004204484,-0.00075413834,0.05015072,-0.004317031,0.002808754,0.0035628923,1.742410942084398,0.1475353758722545,4.816622020577112,-52.538652300892906,-29.713166598399074,1,3,3,9,5,-1,9,vera cruz,5
482,Veranópolis,5.0645022,11.048248,3.6480224,6.7732425,1.03363,-1.058509e-08,10.859362,-1.8864614,2.1070364,1.2801629,0.44101018,0.04160799,0.43716538,0.44469467,0.003231809,0.00062671304,0.040058415,-0.0031849432,0.004266722,0.0031980835,1.7462785412531348,0.1045991088683772,5.904475867012938,-51.55155945913636,-28.963436697711256,8,8,8,5,5,0,5,veranópolis,5
483,Vespasiano Corrêa,5.047647,11.217851,4.205658,5.966702,0.6914563,7.621265e-09,11.027064,-1.1126506,1.1670847,0.8730565,0.4398873,0.04206241,0.4398873,0.4398873,0.0,0.0002360903,0.040238872,0.0002360903,0.0002360903,0.0,1.6344899794405436,0.0862322082798006,5.581216557704886,-51.860480292715685,-29.066781572761048,9,1,8,1,7,0,4,vespasiano corrêa,5
484,Viadutos,5.1619306,11.411787,3.7230911,6.8877053,1.0271368,1.3421895e-08,11.218306,-1.8898628,2.105602,1.2586564,0.43066654,0.049814697,0.42609012,0.43524298,0.004576437,-0.0007604281,0.047900844,-0.0046645803,0.003143724,0.0039041522,2.0612542498330813,0.1031703773972571,6.243661432293988,-51.99371317335377,-27.572266634227205,1,3,4,5,1,0,7,viadutos,7
485,Viamão,4.006143,9.014999,2.151072,6.8567,1.2194675,1.530604e-08,8.866214,-2.6213117,3.40093,1.4875927,0.42430505,0.0525478,0.4086592,0.43899557,0.008541272,0.001374946,0.04702946,-0.0116912555,0.013659341,0.0074049276,2.4354984143865925,0.2404857993363472,6.465945821572831,-50.86937273921089,-30.167008246646215,3,5,0,2,0,-1,5,viamão,9
486,Vicente Dutra,5.2229137,11.521216,4.2319837,6.3595505,0.7646441,-7.409563e-09,11.301398,-1.2928796,1.4105604,0.944209,0.42453665,0.056802265,0.42453665,0.42453665,0.0,-0.0008200074,0.05431574,-0.0008200074,-0.0008200074,0.0,2.3346161018814957,0.1089859053839669,6.481505396266767,-53.38793076440664,-27.17107883542138,6,7,1,0,1,0,3,vicente dutra,3
487,Victor Graeff,5.180931,11.588966,3.7968102,6.8506255,1.0269524,-1.1431898e-08,11.396539,-1.8281586,2.0407,1.2615957,0.42985204,0.051587205,0.4230139,0.4365101,0.005145616,-0.0005360876,0.048263524,-0.006901373,0.005617233,0.0048058145,1.5960569280855104,0.0926380911669536,5.153995940613383,-52.68526342588423,-28.5501393767428,1,3,4,3,3,0,7,victor graeff,7
488,Vila Flores,5.1742525,11.439591,4.550235,5.831477,0.5652581,2.356241e-08,11.247282,-0.8103139,0.8442942,0.72101873,0.44359303,0.039600555,0.44359303,0.44359303,0.0,0.00062145886,0.038076244,0.00062145886,0.00062145886,0.0,1.7525214809896008,0.1045991088683772,5.925066389868626,-51.552930252610935,-28.85884657149798,9,1,8,1,7,0,4,vila flores,5
489,Vila Lângaro,5.1823726,11.4541,3.9391794,6.594256,0.99026644,6.1393524e-10,11.257489,-1.6150522,1.7346057,1.2186995,0.43692192,0.04527249,0.43692192,0.43692192,0.0,-0.0004065327,0.0438319,-0.0004065327,-0.0004065327,0.0,1.739072445203079,0.1247586156605582,5.668545259449554,-52.1424142176738,-28.128164382282208,1,3,4,5,1,0,7,vila lângaro,7
490,Vila Maria,5.1705537,11.558436,4.186183,6.2640586,0.8052257,1.992114e-08,11.358534,-1.2902262,1.3759221,1.0122473,0.43270853,0.04931768,0.42835727,0.4370598,0.0043512606,0.0002104153,0.04700939,-0.0035149024,0.0039357333,0.0037253178,1.6115404801740445,0.0908924646079358,5.42295429568207,-52.15176923129325,-28.557805805475457,1,3,4,0,3,0,7,vila maria,7
491,Vila Nova do Sul,4.6618605,10.867238,3.234066,6.50022,0.9636864,-1.00346655e-08,10.686662,-1.9699976,2.2701902,1.2102109,0.41299716,0.063498184,0.40333945,0.4207333,0.0059428243,-0.0007137652,0.055214524,-0.009193919,0.00693962,0.0054927818,2.4501564955585855,0.220230121543765,4.269168473709503,-53.8789185825829,-30.34599399313269,0,0,3,3,3,-1,2,vila nova do sul,0
492,Vista Alegre,5.2327285,11.505095,4.471949,6.0469027,0.69244844,-1.1855302e-08,11.2899,-0.9758355,1.0201025,0.86819005,0.41988963,0.061356045,0.41988963,0.41988963,0.0,-0.0011689019,0.058611818,-0.0011689019,-0.0011689019,0.0,2.2636649194969047,0.0776114344103839,6.328449440615328,-53.51029204119363,-27.324839323770583,6,7,1,0,1,0,3,vista alegre,3
493,Vista Alegre do Prata,5.129208,11.409261,4.382691,5.9330688,0.62727904,5.461907e-09,11.21561,-0.98428696,1.0243413,0.8006108,,,,,,,,,,,1.664644694546111,0.0923025535303891,5.7103051456235105,-51.78218911429643,-28.8207501452449,1,3,8,0,7,0,7,vista alegre do prata,5
494,Vista Gaúcha,5.330612,11.82499,4.692987,5.9635777,0.5596197,1.8968482e-08,11.599503,-0.8205715,0.8230724,0.7176214,,,,,,,,,,,2.372652179947742,0.079735991915687,6.393271692539674,-53.70075084362725,-27.26575590142455,6,7,1,0,1,0,3,vista gaúcha,3
495,Vitória das Missões,5.254919,12.126688,4.0920534,6.607099,0.861575,-2.4134007e-08,11.911943,-1.5483636,1.7058008,1.0844697,0.4186662,0.058740776,0.41504785,0.4222846,0.0036183724,-0.0016005309,0.054217223,-0.005061876,0.0018608142,0.0034613453,2.353398430186856,0.1795242956453894,5.374560734670505,-54.46364989663504,-28.381722682684497,6,7,1,3,1,-1,3,vitória das missões,8
496,Westfália,4.7210813,10.510058,4.232819,5.2093434,0.48826218,2.6759109e-08,10.329424,-0.6312499,0.63124996,0.6312499,0.4329967,0.049444586,0.4329967,0.4329967,0.0,0.00061982736,0.046796024,0.00061982736,0.00061982736,0.0,1.7152941598752809,0.0690853994863665,5.641762788149201,-51.74294013361909,-29.406384804086617,9,1,8,1,7,-1,4,westfália,5
497,Xangri-lá,4.191798,9.324061,3.5458376,4.8719044,0.5862027,-3.6836114e-09,9.182225,-0.85448956,0.8839959,0.7605222,,,,,,,,,,,2.8881005279595073,0.1317708182297078,7.273717133968975,-50.06969567433321,-29.807916837011728,3,5,0,9,0,-1,5,xangri-lá,9
18,Lagoa dos Patos,3.9601324,9.2377825,2.638176,5.7124486,0.93010986,2.2482732e-08,9.07769,-1.8179953,2.1443946,1.1504548,0.42037582,0.055592712,0.4113773,0.42994043,0.007171158,0.0010812255,0.048432507,-0.0071227634,0.009123572,0.006294057,2.593146533664053,0.2099365141792693,5.807593644754098,-51.57861111664111,-30.91862519643152,3,5,0,2,0,-1,9,lagoa dos patos,6
